order_item_id,order_id,product_id,quantity,unit_price
2664,1315,34,3,1488
2665,1316,50,2,813
2666,1316,60,5,555
2667,1317,78,3,4275
2668,1318,74,1,2205
2669,1318,79,4,3033
2670,1318,93,2,570
2671,1319,55,2,4848
2672,1320,41,5,1424
2673,1321,35,1,1956
2674,1321,5,4,3240
2675,1322,44,3,3241
2676,1322,81,2,4398
2677,1323,61,5,994
2678,1324,31,1,3336
2679,1325,14,3,3082
2680,1325,12,3,1162
2681,1326,30,2,1640
2682,1326,33,2,3819
2683,1326,60,5,555
2684,1327,11,1,2716
2685,1328,45,4,3586
2686,1328,54,1,4368
2687,1329,14,2,3082
2688,1329,98,1,3119
2689,1329,26,5,1291
2690,1330,51,4,3702
2691,1331,48,3,2314
2692,1331,11,3,2716
2693,1332,100,5,4568
2694,1333,3,2,3677
2695,1333,56,5,4949
2696,1334,69,1,1631
2697,1334,67,1,604
2698,1334,92,4,2803
2699,1335,97,1,457
2700,1335,64,1,3172
2701,1336,3,5,3677
2702,1336,23,1,3424
2703,1336,81,5,4398
2704,1337,94,5,1453
2705,1338,81,2,4398
2706,1339,86,1,3476
2707,1339,31,2,3336
2708,1339,25,3,1642
2709,1340,61,3,994
2710,1341,6,4,4591
2711,1341,73,5,233
2712,1341,58,4,3809
2713,1342,74,1,2205
2714,1342,58,2,3809
2715,1342,24,3,3401
2716,1343,5,2,3240
2717,1343,46,1,1910
2718,1344,12,4,1162
2719,1345,33,1,3819
2720,1345,14,2,3082
2721,1346,88,3,3684
2722,1346,60,3,555
2723,1347,25,2,1642
2724,1347,21,1,1053
2725,1347,24,3,3401
2726,1348,20,4,4946
2727,1348,40,3,4412
2728,1349,40,2,4412
2729,1349,22,2,2639
2730,1349,82,5,2911
2731,1350,31,2,3336
2732,1350,66,2,4385
2733,1351,54,4,4368
2734,1351,92,4,2803
2735,1352,58,5,3809
2736,1352,97,3,457
2737,1353,52,4,4234
2738,1354,1,1,817
2739,1355,92,5,2803
2740,1355,61,1,994
2741,1355,90,1,3737
2742,1356,98,3,3119
2743,1356,10,4,1267
2744,1357,42,4,1255
2745,1358,18,4,832
2746,1359,55,2,4848
2747,1360,8,1,3736
2748,1360,61,5,994
2749,1360,15,3,3394
2750,1361,27,4,3093
2751,1361,99,5,767
2752,1362,3,3,3677
2753,1362,68,3,1314
2754,1363,37,3,599
2755,1364,34,5,1488
2756,1364,97,2,457
2757,1364,14,4,3082
2758,1365,64,2,3172
2759,1365,32,5,2486
2760,1366,31,5,3336
2761,1366,77,4,1952
2762,1366,4,3,243
2763,1367,27,4,3093
2764,1367,70,2,3540
2765,1367,8,3,3736
2766,1368,22,1,2639
2767,1369,79,3,3033
2768,1369,48,4,2314
2769,1369,24,2,3401
2770,1370,4,5,243
2771,1370,51,3,3702
2772,1370,23,2,3424
2773,1371,92,5,2803
2774,1372,58,3,3809
2775,1372,6,5,4591
2776,1372,61,3,994
2777,1373,22,2,2639
2778,1373,20,1,4946
2779,1373,96,1,2931
2780,1374,63,5,2058
2781,1374,34,3,1488
2782,1374,81,2,4398
2783,1375,29,4,1317
2784,1375,39,5,610
2785,1376,1,1,817
2786,1377,86,3,3476
2787,1377,37,5,599
2788,1378,86,1,3476
2789,1378,100,1,4568
2790,1379,60,1,555
2791,1379,38,4,1780
2792,1379,30,3,1640
2793,1380,96,1,2931
2794,1380,90,4,3737
2795,1380,23,3,3424
2796,1381,26,5,1291
2797,1382,10,5,1267
2798,1382,95,5,2883
2799,1382,21,2,1053
2800,1383,8,3,3736
2801,1383,87,3,3586
2802,1384,33,5,3819
2803,1384,59,2,1181
2804,1384,50,4,813
2805,1385,1,2,817
2806,1385,88,1,3684
2807,1385,41,3,1424
2808,1386,28,5,2781
2809,1386,46,2,1910
2810,1386,74,3,2205
2811,1387,42,1,1255
2812,1387,18,2,832
2813,1388,98,4,3119
2814,1388,45,4,3586
2815,1388,52,1,4234
2816,1389,26,1,1291
2817,1390,91,2,3430
2818,1390,47,4,3023
2819,1391,4,4,243
2820,1392,81,3,4398
2821,1393,13,5,2256
2822,1393,52,4,4234
2823,1393,69,5,1631
2824,1394,95,5,2883
2825,1394,36,4,1465
2826,1394,15,3,3394
2827,1395,8,4,3736
2828,1395,93,4,570
2829,1395,76,4,4880
2830,1396,14,4,3082
2831,1396,15,4,3394
2832,1396,71,2,923
2833,1397,4,5,243
2834,1398,66,4,4385
2835,1399,74,4,2205
2836,1399,74,2,2205
2837,1399,39,5,610
2838,1400,60,1,555
2839,1400,42,2,1255
2840,1400,4,4,243
2841,1401,15,1,3394
2842,1401,63,2,2058
2843,1402,21,3,1053
2844,1402,27,1,3093
2845,1402,19,5,4430
2846,1403,24,1,3401
2847,1403,29,1,1317
2848,1404,61,5,994
2849,1404,45,3,3586
2850,1405,75,5,3727
2851,1406,88,1,3684
2852,1407,97,3,457
2853,1407,65,3,2096
2854,1408,45,3,3586
2855,1408,62,4,1484
2856,1409,7,2,3038
2857,1410,2,5,2882
2858,1411,97,1,457
2859,1411,96,3,2931
2860,1412,12,2,1162
2861,1412,77,2,1952
2862,1413,7,4,3038
2863,1413,98,1,3119
2864,1413,35,1,1956
2865,1414,15,3,3394
2866,1414,53,1,3622
2867,1414,76,1,4880
2868,1415,22,4,2639
2869,1415,17,5,1256
2870,1416,57,5,1343
2871,1416,62,4,1484
2872,1417,80,4,3384
2873,1417,60,4,555
2874,1418,61,5,994
2875,1418,50,2,813
2876,1418,53,2,3622
2877,1419,94,4,1453
2878,1419,24,4,3401
2879,1419,27,4,3093
2880,1420,45,3,3586
2881,1421,81,5,4398
2882,1422,83,5,1350
2883,1422,99,4,767
2884,1422,63,4,2058
2885,1423,47,4,3023
2886,1424,9,5,3322
2887,1424,86,1,3476
2888,1425,12,4,1162
2889,1425,83,3,1350
2890,1425,73,1,233
2891,1426,28,1,2781
2892,1427,92,3,2803
2893,1427,60,5,555
2894,1427,67,1,604
2895,1428,27,5,3093
2896,1428,71,1,923
2897,1428,89,2,1496
2898,1429,86,5,3476
2899,1429,46,5,1910
2900,1429,93,1,570
2901,1430,10,5,1267
2902,1430,24,2,3401
2903,1430,71,4,923
2904,1431,85,1,1356
2905,1431,51,1,3702
2906,1431,8,5,3736
2907,1432,65,1,2096
2908,1433,72,2,1028
2909,1433,61,2,994
2910,1434,4,5,243
2911,1434,51,4,3702
2912,1434,62,1,1484
2913,1435,60,5,555
2914,1435,85,3,1356
2915,1435,19,4,4430
2916,1436,84,1,3612
2917,1436,25,4,1642
2918,1436,97,1,457
2919,1437,26,4,1291
2920,1437,28,2,2781
2921,1438,53,1,3622
2922,1438,36,5,1465
2923,1439,33,4,3819
2924,1439,2,3,2882
2925,1440,21,1,1053
2926,1441,70,5,3540
2927,1442,9,3,3322
2928,1443,11,2,2716
2929,1444,71,1,923
2930,1444,56,2,4949
2931,1445,28,4,2781
2932,1445,11,2,2716
2933,1446,1,5,817
2934,1447,13,2,2256
2935,1447,89,1,1496
2936,1448,100,1,4568
2937,1448,34,3,1488
2938,1448,38,4,1780
2939,1449,66,3,4385
2940,1450,2,4,2882
2941,1451,68,3,1314
2942,1451,38,4,1780
2943,1452,53,1,3622
2944,1453,37,2,599
2945,1454,67,5,604
2946,1454,27,2,3093
2947,1454,25,4,1642
2948,1455,75,5,3727
2949,1455,28,4,2781
2950,1455,33,1,3819
2951,1456,39,1,610
2952,1456,76,3,4880
2953,1457,88,5,3684
2954,1457,1,4,817
2955,1458,78,4,4275
2956,1459,12,4,1162
2957,1460,32,2,2486
2958,1460,8,1,3736
2959,1460,30,3,1640
2960,1461,92,5,2803
2961,1461,4,1,243
2962,1461,66,2,4385
2963,1462,58,2,3809
2964,1462,48,3,2314
2965,1462,34,5,1488
2966,1463,91,4,3430
2967,1463,57,1,1343
2968,1464,39,5,610
2969,1464,12,2,1162
2970,1464,14,2,3082
2971,1465,30,5,1640
2972,1465,60,2,555
2973,1466,36,5,1465
2974,1467,55,5,4848
2975,1467,22,4,2639
2976,1468,99,1,767
2977,1469,37,5,599
2978,1469,57,3,1343
2979,1470,8,2,3736
2980,1470,14,1,3082
2981,1470,46,1,1910
2982,1471,39,3,610
2983,1471,29,5,1317
2984,1472,88,4,3684
2985,1472,89,3,1496
2986,1473,5,2,3240
2987,1473,60,5,555
2988,1473,24,5,3401
2989,1474,96,1,2931
2990,1474,89,2,1496
2991,1475,61,5,994
2992,1475,1,5,817
2993,1475,57,1,1343
2994,1476,26,1,1291
2995,1476,24,4,3401
2996,1477,14,1,3082
2997,1477,29,2,1317
2998,1477,95,5,2883
2999,1478,74,4,2205
3000,1478,18,2,832
3001,1479,8,5,3736
3002,1479,66,3,4385
3003,1479,34,3,1488
3004,1480,6,3,4591
3005,1480,48,4,2314
3006,1480,88,3,3684
3007,1481,91,3,3430
3008,1482,53,2,3622
3009,1482,13,4,2256
3010,1483,43,3,1927
3011,1483,98,1,3119
3012,1483,94,2,1453
3013,1484,70,1,3540
3014,1484,71,5,923
3015,1484,33,4,3819
3016,1485,74,1,2205
3017,1486,4,2,243
3018,1486,49,4,4286
3019,1486,83,5,1350
3020,1487,18,4,832
3021,1487,33,4,3819
3022,1487,93,5,570
3023,1488,8,1,3736
3024,1489,26,1,1291
3025,1489,76,4,4880
3026,1489,91,1,3430
3027,1490,71,4,923
3028,1490,20,5,4946
3029,1491,23,4,3424
3030,1491,39,2,610
3031,1492,38,1,1780
3032,1492,10,1,1267
3033,1492,34,4,1488
3034,1493,30,2,1640
3035,1493,9,4,3322
3036,1494,82,2,2911
3037,1495,85,1,1356
3038,1495,22,3,2639
3039,1495,47,3,3023
3040,1496,72,1,1028
3041,1497,53,3,3622
3042,1497,71,2,923
3043,1497,36,2,1465
3044,1498,37,3,599
3045,1498,40,1,4412
3046,1499,97,4,457
3047,1499,57,5,1343
3048,1500,97,1,457
3049,1501,60,4,555
3050,1502,82,3,2911
3051,1503,20,5,4946
3052,1503,36,4,1465
3053,1503,26,2,1291
3054,1504,71,2,923
3055,1504,52,5,4234
3056,1504,33,5,3819
3057,1505,42,2,1255
3058,1505,50,1,813
3059,1505,67,5,604
3060,1506,12,1,1162
3061,1507,77,3,1952
3062,1508,37,2,599
3063,1508,93,5,570
3064,1508,3,3,3677
3065,1509,89,1,1496
3066,1510,86,5,3476
3067,1510,11,5,2716
3068,1510,91,3,3430
3069,1511,15,5,3394
3070,1511,20,4,4946
3071,1511,15,1,3394
3072,1512,4,1,243
3073,1512,28,3,2781
3074,1513,14,4,3082
3075,1513,10,3,1267
3076,1514,63,5,2058
3077,1515,89,4,1496
3078,1515,44,3,3241
3079,1516,32,1,2486
3080,1516,53,2,3622
3081,1516,9,1,3322
3082,1517,63,4,2058
3083,1517,85,5,1356
3084,1518,43,3,1927
3085,1518,31,1,3336
3086,1519,89,2,1496
3087,1519,40,3,4412
3088,1520,92,5,2803
3089,1521,98,2,3119
3090,1522,46,4,1910
3091,1522,82,1,2911
3092,1522,68,2,1314
3093,1523,39,2,610
3094,1524,32,3,2486
3095,1524,31,1,3336
3096,1525,51,1,3702
3097,1525,63,1,2058
3098,1525,45,4,3586
3099,1526,85,1,1356
3100,1526,95,5,2883
3101,1527,69,3,1631
3102,1527,70,3,3540
3103,1527,62,2,1484
3104,1528,71,4,923
3105,1529,57,3,1343
3106,1530,53,3,3622
3107,1531,57,2,1343
3108,1531,80,1,3384
3109,1531,94,5,1453
3110,1532,40,4,4412
3111,1532,52,1,4234
3112,1532,59,4,1181
3113,1533,18,1,832
3114,1533,41,1,1424
3115,1533,14,1,3082
3116,1534,67,4,604
3117,1535,52,1,4234
3118,1535,69,2,1631
3119,1536,50,4,813
3120,1537,77,3,1952
3121,1538,45,4,3586
3122,1538,53,1,3622
3123,1538,90,1,3737
3124,1539,17,1,1256
3125,1539,70,5,3540
3126,1539,13,1,2256
3127,1540,7,4,3038
3128,1540,5,4,3240
3129,1541,17,5,1256
3130,1542,29,2,1317
3131,1542,17,5,1256
3132,1543,3,5,3677
3133,1543,17,1,1256
3134,1543,10,4,1267
3135,1544,33,4,3819
3136,1544,91,4,3430
3137,1545,92,5,2803
3138,1545,69,1,1631
3139,1545,70,3,3540
3140,1546,38,1,1780
3141,1546,3,4,3677
3142,1546,82,5,2911
3143,1547,18,5,832
3144,1547,58,2,3809
3145,1548,96,1,2931
3146,1549,78,5,4275
3147,1550,7,1,3038
3148,1550,43,5,1927
3149,1550,23,2,3424
3150,1551,63,2,2058
3151,1551,66,5,4385
3152,1551,80,3,3384
3153,1552,21,4,1053
3154,1552,38,4,1780
3155,1553,2,5,2882
3156,1553,50,4,813
3157,1553,76,2,4880
3158,1554,3,2,3677
3159,1555,21,1,1053
3160,1556,58,3,3809
3161,1557,19,4,4430
3162,1557,62,5,1484
3163,1557,12,3,1162
3164,1558,90,5,3737
3165,1558,77,5,1952
3166,1559,28,2,2781
3167,1560,13,3,2256
3168,1560,64,5,3172
3169,1561,94,3,1453
3170,1561,6,3,4591
3171,1562,20,5,4946
3172,1563,32,2,2486
3173,1563,46,1,1910
3174,1563,68,2,1314
3175,1564,3,5,3677
3176,1564,61,1,994
3177,1564,12,4,1162
3178,1565,34,2,1488
3179,1565,38,2,1780
3180,1566,57,2,1343
3181,1566,27,1,3093
3182,1566,41,3,1424
3183,1567,83,4,1350
3184,1568,51,4,3702
3185,1568,28,5,2781
3186,1568,82,3,2911
3187,1569,32,5,2486
3188,1569,60,3,555
3189,1569,67,5,604
3190,1570,51,4,3702
3191,1570,44,3,3241
3192,1571,42,1,1255
3193,1572,77,1,1952
3194,1572,29,4,1317
3195,1573,71,1,923
3196,1574,19,2,4430
3197,1574,45,2,3586
3198,1574,66,4,4385
3199,1575,9,2,3322
3200,1575,38,2,1780
3201,1575,43,4,1927
3202,1576,20,3,4946
3203,1576,19,4,4430
3204,1576,94,2,1453
3205,1577,8,2,3736
3206,1577,3,1,3677
3207,1578,50,1,813
3208,1578,2,1,2882
3209,1579,49,1,4286
3210,1579,3,5,3677
3211,1580,33,2,3819
3212,1581,83,4,1350
3213,1581,70,2,3540
3214,1582,86,5,3476
3215,1582,2,3,2882
3216,1582,97,1,457
3217,1583,80,2,3384
3218,1584,54,3,4368
3219,1585,66,2,4385
3220,1586,9,2,3322
3221,1586,24,3,3401
3222,1587,4,2,243
3223,1587,47,2,3023
3224,1587,77,2,1952
3225,1588,23,2,3424
3226,1589,86,1,3476
3227,1589,18,1,832
3228,1590,67,2,604
3229,1590,31,4,3336
3230,1590,47,1,3023
3231,1591,13,2,2256
3232,1591,32,3,2486
3233,1592,85,2,1356
3234,1592,50,3,813
3235,1593,53,2,3622
3236,1593,23,5,3424
3237,1594,75,4,3727
3238,1594,57,1,1343
3239,1594,75,1,3727
3240,1595,64,2,3172
3241,1596,1,2,817
3242,1597,47,4,3023
3243,1597,20,3,4946
3244,1597,67,3,604
3245,1598,83,4,1350
3246,1598,17,2,1256
3247,1598,79,1,3033
3248,1599,100,5,4568
3249,1599,21,2,1053
3250,1599,58,5,3809
3251,1600,95,2,2883
3252,1600,50,3,813
3253,1601,76,1,4880
3254,1602,49,3,4286
3255,1602,50,2,813
3256,1602,19,5,4430
3257,1603,91,4,3430
3258,1603,28,2,2781
3259,1603,74,1,2205
3260,1604,68,5,1314
3261,1604,39,1,610
3262,1605,65,5,2096
3263,1606,48,5,2314
3264,1606,99,3,767
3265,1607,78,5,4275
3266,1607,78,4,4275
3267,1608,90,3,3737
3268,1609,78,3,4275
3269,1609,45,5,3586
3270,1609,57,4,1343
3271,1610,28,4,2781
3272,1610,61,4,994
3273,1610,42,3,1255
3274,1611,91,4,3430
3275,1611,82,5,2911
3276,1611,6,1,4591
3277,1612,41,2,1424
3278,1613,51,4,3702
3279,1614,5,4,3240
3280,1615,97,3,457
3281,1616,88,4,3684
3282,1616,19,5,4430
3283,1617,93,3,570
3284,1618,63,5,2058
3285,1618,40,1,4412
3286,1619,55,1,4848
3287,1620,28,4,2781
3288,1620,17,5,1256
3289,1621,20,2,4946
3290,1621,10,5,1267
3291,1622,35,4,1956
3292,1623,10,5,1267
3293,1623,68,3,1314
3294,1623,84,4,3612
3295,1624,3,4,3677
3296,1624,18,4,832
3297,1625,69,3,1631
3298,1625,67,4,604
3299,1626,5,3,3240
3300,1626,89,4,1496
3301,1627,60,2,555
3302,1628,14,2,3082
3303,1628,64,3,3172
3304,1629,90,1,3737
3305,1629,43,3,1927
3306,1629,10,1,1267
3307,1630,19,5,4430
3308,1630,81,5,4398
3309,1631,66,1,4385
3310,1631,87,3,3586
3311,1631,87,2,3586
3312,1632,62,1,1484
3313,1633,75,3,3727
3314,1634,26,5,1291
3315,1635,55,3,4848
3316,1636,18,3,832
3317,1637,1,3,817
3318,1637,32,3,2486
3319,1638,57,5,1343
3320,1639,21,5,1053
3321,1640,27,1,3093
3322,1640,88,3,3684
3323,1641,13,3,2256
3324,1641,6,4,4591
3325,1642,52,5,4234
3326,1642,31,1,3336
3327,1643,11,5,2716
3328,1643,19,2,4430
3329,1644,35,2,1956
3330,1644,91,2,3430
3331,1645,25,2,1642
3332,1645,17,4,1256
3333,1645,76,2,4880
3334,1646,25,5,1642
3335,1646,66,5,4385
3336,1646,33,4,3819
3337,1647,45,4,3586
3338,1647,16,3,4829
3339,1647,2,1,2882
3340,1648,27,2,3093
3341,1648,33,4,3819
3342,1649,75,4,3727
3343,1649,23,2,3424
3344,1649,86,4,3476
3345,1650,65,5,2096
3346,1650,69,1,1631
3347,1651,5,2,3240
3348,1651,95,5,2883
3349,1652,74,3,2205
3350,1653,31,1,3336
3351,1653,49,4,4286
3352,1653,55,3,4848
3353,1654,2,2,2882
3354,1654,90,4,3737
3355,1655,52,4,4234
3356,1655,15,5,3394
3357,1656,84,3,3612
3358,1656,35,5,1956
3359,1657,66,5,4385
3360,1658,22,2,2639
3361,1659,21,3,1053
3362,1660,4,5,243
3363,1660,9,5,3322
3364,1660,6,5,4591
3365,1661,42,4,1255
3366,1661,70,2,3540
3367,1662,55,1,4848
3368,1662,87,5,3586
3369,1663,33,2,3819
3370,1663,19,4,4430
3371,1664,41,3,1424
3372,1665,87,4,3586
3373,1665,93,3,570
3374,1665,11,1,2716
3375,1666,18,1,832
3376,1667,2,5,2882
3377,1667,86,2,3476
3378,1667,82,1,2911
3379,1668,20,5,4946
3380,1668,50,4,813
3381,1668,65,1,2096
3382,1669,84,2,3612
3383,1670,39,4,610
3384,1671,51,2,3702
3385,1671,52,2,4234
3386,1672,89,5,1496
3387,1672,33,1,3819
3388,1673,71,1,923
3389,1673,81,3,4398
3390,1674,12,1,1162
3391,1674,67,2,604
3392,1674,77,3,1952
3393,1675,69,4,1631
3394,1675,51,2,3702
3395,1676,97,2,457
3396,1677,76,4,4880
3397,1677,6,4,4591
3398,1677,41,1,1424
3399,1678,13,2,2256
3400,1678,65,2,2096
3401,1679,29,3,1317
3402,1680,82,4,2911
3403,1680,98,2,3119
3404,1681,58,5,3809
3405,1681,64,3,3172
3406,1681,93,5,570
3407,1682,30,5,1640
3408,1683,60,4,555
3409,1683,81,3,4398
3410,1683,53,2,3622
3411,1684,90,2,3737
3412,1685,2,1,2882
3413,1685,43,4,1927
3414,1686,36,2,1465
3415,1686,9,5,3322
3416,1686,48,3,2314
3417,1687,100,4,4568
3418,1687,82,4,2911
3419,1687,9,4,3322
3420,1688,86,1,3476
3421,1688,15,1,3394
3422,1688,78,3,4275
3423,1689,20,4,4946
3424,1689,22,3,2639
3425,1689,92,3,2803
3426,1690,73,5,233
3427,1690,92,2,2803
3428,1691,99,2,767
3429,1691,29,2,1317
3430,1692,19,4,4430
3431,1692,100,4,4568
3432,1692,89,4,1496
3433,1693,18,2,832
3434,1693,89,5,1496
3435,1693,55,1,4848
3436,1694,73,1,233
3437,1694,78,2,4275
3438,1695,100,3,4568
3439,1696,96,5,2931
3440,1696,87,3,3586
3441,1696,74,1,2205
3442,1697,52,2,4234
3443,1697,5,4,3240
3444,1697,72,4,1028
3445,1698,15,1,3394
3446,1698,99,3,767
3447,1698,15,1,3394
3448,1699,80,5,3384
3449,1700,78,4,4275
3450,1700,89,4,1496
3451,1701,38,3,1780
3452,1702,82,5,2911
3453,1703,44,4,3241
3454,1704,64,1,3172
3455,1705,44,4,3241
3456,1705,7,4,3038
3457,1705,39,3,610
3458,1706,59,4,1181
3459,1706,89,2,1496
3460,1706,40,4,4412
3461,1707,47,1,3023
3462,1708,78,1,4275
3463,1708,31,2,3336
3464,1709,59,4,1181
3465,1709,27,4,3093
3466,1710,46,1,1910
3467,1710,26,1,1291
3468,1711,31,2,3336
3469,1711,28,4,2781
3470,1711,98,2,3119
3471,1712,28,3,2781
3472,1712,56,2,4949
3473,1713,31,1,3336
3474,1714,87,1,3586
3475,1714,47,2,3023
3476,1714,83,3,1350
3477,1715,44,5,3241
3478,1716,52,4,4234
3479,1716,48,2,2314
3480,1716,26,1,1291
3481,1717,87,1,3586
3482,1717,62,3,1484
3483,1717,32,2,2486
3484,1718,49,3,4286
3485,1718,43,2,1927
3486,1719,65,1,2096
3487,1720,55,5,4848
3488,1720,11,2,2716
3489,1720,19,4,4430
3490,1721,37,1,599
3491,1721,57,5,1343
3492,1721,94,1,1453
3493,1722,69,3,1631
3494,1722,27,4,3093
3495,1723,15,5,3394
3496,1724,93,1,570
3497,1725,39,2,610
3498,1725,67,2,604
3499,1726,32,2,2486
3500,1726,19,2,4430
3501,1727,3,1,3677
3502,1728,63,1,2058
3503,1728,45,1,3586
3504,1729,79,2,3033
3505,1729,4,1,243
3506,1730,41,1,1424
3507,1731,53,2,3622
3508,1731,28,2,2781
3509,1731,41,1,1424
3510,1732,78,5,4275
3511,1732,86,1,3476
3512,1733,3,3,3677
3513,1733,99,5,767
3514,1734,50,2,813
3515,1734,3,5,3677
3516,1734,95,2,2883
3517,1735,69,4,1631
3518,1735,3,4,3677
3519,1735,16,1,4829
3520,1736,51,2,3702
3521,1737,6,3,4591
3522,1738,51,2,3702
3523,1738,35,1,1956
3524,1739,31,3,3336
3525,1739,67,1,604
3526,1740,83,2,1350
3527,1740,33,4,3819
3528,1741,29,1,1317
3529,1742,93,3,570
3530,1742,29,5,1317
3531,1742,1,3,817
3532,1743,56,1,4949
3533,1744,69,4,1631
3534,1745,69,5,1631
3535,1745,69,4,1631
3536,1746,45,5,3586
3537,1747,84,2,3612
3538,1747,20,3,4946
3539,1747,40,1,4412
3540,1748,54,3,4368
3541,1748,51,4,3702
3542,1748,1,2,817
3543,1749,10,2,1267
3544,1749,86,3,3476
3545,1750,37,4,599
3546,1750,12,1,1162
3547,1750,40,3,4412
3548,1751,41,5,1424
3549,1752,76,4,4880
3550,1752,99,4,767
3551,1752,29,5,1317
3552,1753,57,2,1343
3553,1753,49,5,4286
3554,1753,76,5,4880
3555,1754,16,1,4829
3556,1754,17,2,1256
3557,1754,15,1,3394
3558,1755,90,1,3737
3559,1755,62,3,1484
3560,1755,40,2,4412
3561,1756,37,4,599
3562,1756,66,2,4385
3563,1756,82,5,2911
3564,1757,12,1,1162
3565,1758,52,3,4234
3566,1759,80,3,3384
3567,1759,43,2,1927
3568,1760,16,4,4829
3569,1761,94,1,1453
3570,1762,85,5,1356
3571,1763,61,3,994
3572,1763,83,2,1350
3573,1764,8,3,3736
3574,1764,97,1,457
3575,1765,28,4,2781
3576,1765,22,3,2639
3577,1765,11,1,2716
3578,1766,56,3,4949
3579,1767,8,2,3736
3580,1767,95,2,2883
3581,1768,78,1,4275
3582,1768,75,2,3727
3583,1768,60,2,555
3584,1769,15,4,3394
3585,1769,55,5,4848
3586,1769,18,3,832
3587,1770,22,4,2639
3588,1771,10,1,1267
3589,1771,88,1,3684
3590,1771,71,4,923
3591,1772,9,2,3322
3592,1773,82,2,2911
3593,1774,58,2,3809
3594,1775,93,2,570
3595,1776,93,5,570
3596,1776,91,2,3430
3597,1776,52,2,4234
3598,1777,23,1,3424
3599,1777,60,4,555
3600,1777,89,4,1496
3601,1778,88,2,3684
3602,1778,87,2,3586
3603,1779,19,4,4430
3604,1780,6,5,4591
3605,1781,77,3,1952
3606,1782,68,5,1314
3607,1782,3,4,3677
3608,1783,94,2,1453
3609,1783,21,3,1053
3610,1783,100,4,4568
3611,1784,26,3,1291
3612,1785,40,4,4412
3613,1785,45,2,3586
3614,1786,50,4,813
3615,1786,15,4,3394
3616,1787,39,5,610
3617,1787,49,4,4286
3618,1787,16,2,4829
3619,1788,37,1,599
3620,1788,27,4,3093
3621,1789,53,1,3622
3622,1789,75,3,3727
3623,1790,58,5,3809
3624,1790,86,2,3476
3625,1790,4,5,243
3626,1791,1,2,817
3627,1791,35,3,1956
3628,1791,56,4,4949
3629,1792,46,3,1910
3630,1792,46,4,1910
3631,1793,38,4,1780
3632,1793,16,5,4829
3633,1794,28,4,2781
3634,1794,37,1,599
3635,1794,32,3,2486
3636,1795,7,4,3038
3637,1796,3,2,3677
3638,1797,17,1,1256
3639,1798,33,5,3819
3640,1799,79,3,3033
3641,1799,52,4,4234
3642,1799,48,4,2314
3643,1800,86,4,3476
3644,1800,22,3,2639
3645,1801,20,4,4946
3646,1801,44,3,3241
3647,1802,37,5,599
3648,1802,56,1,4949
3649,1802,16,4,4829
3650,1803,59,1,1181
3651,1804,70,5,3540
3652,1804,20,2,4946
3653,1805,73,4,233
3654,1806,78,3,4275
3655,1806,26,5,1291
3656,1807,40,4,4412
3657,1807,52,3,4234
3658,1807,24,1,3401
3659,1808,68,4,1314
3660,1808,68,4,1314
3661,1808,56,2,4949
3662,1809,60,4,555
3663,1810,12,3,1162
3664,1811,95,1,2883
3665,1811,90,2,3737
3666,1811,22,3,2639
3667,1812,42,4,1255
3668,1812,11,2,2716
3669,1812,20,3,4946
3670,1813,32,5,2486
3671,1814,58,2,3809
3672,1814,40,1,4412
3673,1814,74,1,2205
3674,1815,2,4,2882
3675,1816,71,5,923
3676,1816,60,1,555
3677,1817,75,2,3727
3678,1817,51,4,3702
3679,1817,73,2,233
3680,1818,47,3,3023
3681,1818,15,3,3394
3682,1819,74,5,2205
3683,1819,84,4,3612
3684,1819,98,5,3119
3685,1820,89,4,1496
3686,1820,23,1,3424
3687,1821,8,5,3736
3688,1822,66,2,4385
3689,1822,77,3,1952
3690,1823,68,2,1314
3691,1823,13,4,2256
3692,1823,73,3,233
3693,1824,73,2,233
3694,1825,41,1,1424
3695,1825,69,1,1631
3696,1826,79,4,3033
3697,1827,94,4,1453
3698,1827,74,3,2205
3699,1827,37,4,599
3700,1828,74,2,2205
3701,1829,61,2,994
3702,1829,50,2,813
3703,1830,11,4,2716
3704,1831,54,5,4368
3705,1832,50,4,813
3706,1833,60,2,555
3707,1833,39,2,610
3708,1833,88,2,3684
3709,1834,57,2,1343
3710,1835,57,3,1343
3711,1836,33,4,3819
3712,1836,93,5,570
3713,1837,84,2,3612
3714,1838,94,3,1453
3715,1839,96,4,2931
3716,1840,9,3,3322
3717,1841,89,3,1496
3718,1842,74,5,2205
3719,1843,69,4,1631
3720,1844,72,1,1028
3721,1844,88,1,3684
3722,1845,69,3,1631
3723,1846,43,5,1927
3724,1847,30,1,1640
3725,1848,71,5,923
3726,1849,9,4,3322
3727,1850,67,5,604
3728,1850,26,3,1291
3729,1850,100,4,4568
3730,1851,66,3,4385
3731,1851,3,5,3677
3732,1852,48,3,2314
3733,1852,83,3,1350
3734,1853,37,3,599
3735,1853,5,3,3240
3736,1853,94,2,1453
3737,1854,56,4,4949
3738,1854,91,4,3430
3739,1855,98,1,3119
3740,1855,25,3,1642
3741,1855,50,3,813
3742,1856,17,1,1256
3743,1857,66,4,4385
3744,1857,14,2,3082
3745,1858,82,5,2911
3746,1859,54,5,4368
3747,1860,7,2,3038
3748,1860,78,3,4275
3749,1861,81,5,4398
3750,1861,36,4,1465
3751,1862,25,4,1642
